"id","temp","atemp","windspeed","precipitation","hum","weather_type","season","yr","mnth","day","hr","weekday","classic_bike","electric_bike","casual","registered","cnt"
"2024-1-18-19","-1.6","-5.7","6.1","0","55",1,1,2024,1,18,19,3,127,247,34,340,374
"2024-1-18-2","-6.7","-12.4","14.7","0","53",1,1,2024,1,18,2,3,4,8,0,12,12
"2024-1-18-20","-1.7","-5.8","6.4","0","56",1,1,2024,1,18,20,3,84,167,18,233,251
"2024-1-18-21","-1.8","-6","7.4","0","55",1,1,2024,1,18,21,3,77,138,16,199,215
"2024-1-18-22","-1.7","-5.7","6","0","56",1,1,2024,1,18,22,3,49,117,20,146,166
"2024-1-18-23","-1.9","-5.6","4","0","58",1,1,2024,1,18,23,3,35,80,12,103,115
"2024-1-18-3","-6.8","-12.3","13.7","0","55",1,1,2024,1,18,3,3,3,4,1,6,7
"2024-1-18-4","-6.9","-12.2","12.8","0","56",1,1,2024,1,18,4,3,4,8,1,11,12
"2024-1-18-5","-6.9","-12.3","13.5","0","57",1,1,2024,1,18,5,3,7,46,5,48,53
"2024-1-18-6","-6.9","-12","11.5","0","58",1,1,2024,1,18,6,3,47,117,7,157,164
"2024-1-18-7","-6.5","-11.7","11.8","0","58",1,1,2024,1,18,7,3,100,198,17,281,298
"2024-1-18-8","-6.3","-11.3","11.2","0","64",1,1,2024,1,18,8,3,180,336,25,491,516
"2024-1-18-9","-5","-10.1","11.2","0","52",1,1,2024,1,18,9,3,121,238,26,333,359
"2024-1-19-0","-2.3","-6","4.3","0","64",1,1,2024,1,19,0,4,22,55,9,68,77
"2024-1-19-1","-2.8","-6.5","4.3","0","69",1,1,2024,1,19,1,4,10,26,9,27,36
"2024-1-19-10","-2.3","-6.3","7.6","0.2","76",3,1,2024,1,19,10,4,68,127,14,181,195
"2024-1-19-11","-1.7","-6.4","12.5","0.2","73",3,1,2024,1,19,11,4,50,95,13,132,145
"2024-1-19-12","-1.4","-6.6","16.4","0.3","71",3,1,2024,1,19,12,4,57,113,11,159,170
"2024-1-19-13","-1.3","-6.5","16.1","0.4","71",3,1,2024,1,19,13,4,49,103,13,139,152
"2024-1-19-14","-1.1","-6.4","16.3","0.3","68",3,1,2024,1,19,14,4,55,129,10,174,184
"2024-1-19-15","-1","-6.4","16.4","0.2","65",3,1,2024,1,19,15,4,67,143,18,192,210
"2024-1-19-16","-1.1","-6.5","16.5","0.2","65",3,1,2024,1,19,16,4,94,184,16,262,278
"2024-1-19-17","-1.8","-6.6","13","0.2","72",3,1,2024,1,19,17,4,100,247,25,322,347
"2024-1-19-18","-2.5","-7.3","13.6","0.1","76",3,1,2024,1,19,18,4,114,225,35,304,339
"2024-1-19-19","-3.2","-8.2","14","0.1","75",3,1,2024,1,19,19,4,102,194,25,271,296
"2024-1-19-2","-3","-6.5","3.6","0","72",1,1,2024,1,19,2,4,5,12,0,17,17
"2024-1-19-20","-3.7","-8.6","12.8","0","74",1,1,2024,1,19,20,4,48,147,11,184,195
"2024-1-19-21","-4.1","-8.7","10.4","0","73",1,1,2024,1,19,21,4,36,100,15,121,136
"2024-1-19-22","-4.7","-8.5","5.6","0","80",1,1,2024,1,19,22,4,29,81,13,97,110
"2024-1-19-23","-4.1","-9","12.6","0","75",1,1,2024,1,19,23,4,23,78,22,79,101
"2024-1-19-3","-2.7","-6.7","6.6","0","72",1,1,2024,1,19,3,4,8,20,5,23,28
"2024-1-19-4","-2.9","-7","7.6","0","73",1,1,2024,1,19,4,4,8,19,0,27,27
"2024-1-19-5","-2.8","-6.8","7.1","0","73",1,1,2024,1,19,5,4,14,37,4,47,51
"2024-1-19-6","-2.8","-6.7","7.4","0.1","77",3,1,2024,1,19,6,4,35,90,5,120,125
"2024-1-19-7","-2.9","-6.9","8.4","0.1","81",3,1,2024,1,19,7,4,92,212,17,287,304
"2024-1-19-8","-3","-7.1","8.8","0.1","83",3,1,2024,1,19,8,4,132,299,25,406,431
"2024-1-19-9","-2.8","-6.7","6.7","0.2","79",3,1,2024,1,19,9,4,92,181,20,253,273
"2024-1-2-0","-0.5","-5.1","13.7","0","78",1,1,2024,1,2,0,1,96,387,105,378,483
"2024-1-2-1","-1.3","-5.8","12.8","0","78",1,1,2024,1,2,1,1,68,258,84,242,326
"2024-1-2-10","-1.1","-5.3","9","0","67",1,1,2024,1,2,10,1,1166,1497,332,2331,2663
"2024-1-2-11","0.5","-3.7","9.6","0","61",1,1,2024,1,2,11,1,1161,1551,453,2259,2712
"2024-1-2-12","2.1","-2","9.2","0","59",1,1,2024,1,2,12,1,1333,1796,509,2620,3129
"2024-1-2-13","3.6","-0.6","9.9","0","54",1,1,2024,1,2,13,1,1370,2053,584,2839,3423
"2024-1-2-14","4.7","0.4","10.8","0","50",1,1,2024,1,2,14,1,1587,2605,783,3409,4192
"2024-1-2-15","5.4","1","12","0","48",1,1,2024,1,2,15,1,1819,3081,766,4134,4900
"2024-1-2-16","5.6","1.1","11.8","0","47",1,1,2024,1,2,16,1,2148,3456,840,4764,5604
"2024-1-2-17","4.8","1","7.7","0","53",1,1,2024,1,2,17,1,2676,4341,766,6251,7017
"2024-1-2-18","1.4","-2.6","9.6","0","69",1,1,2024,1,2,18,1,2361,3949,622,5688,6310
"2024-1-2-19","0.3","-3.7","9.7","0","76",1,1,2024,1,2,19,1,1611,2778,513,3876,4389
"2024-1-2-2","-1.9","-6.5","12.4","0","79",1,1,2024,1,2,2,1,47,151,48,150,198
"2024-1-2-20","-0.1","-3.8","7.6","0","79",1,1,2024,1,2,20,1,1033,2040,433,2640,3073
"2024-1-2-21","-0.2","-3.9","7.6","0","78",1,1,2024,1,2,21,1,670,1496,338,1828,2166
"2024-1-2-22","-0.7","-4.5","8.5","0","80",1,1,2024,1,2,22,1,523,1125,292,1356,1648
"2024-1-2-23","-0.8","-4.7","8.6","0","76",1,1,2024,1,2,23,1,267,815,205,877,1082
"2024-1-2-3","-2.4","-6.8","10.8","0","79",1,1,2024,1,2,3,1,25,102,35,92,127
"2024-1-2-4","-2.9","-7.2","9.7","0","80",1,1,2024,1,2,4,1,56,114,24,146,170
"2024-1-2-5","-3.5","-7.7","8.8","0","83",1,1,2024,1,2,5,1,172,369,48,493,541
"2024-1-2-6","-4","-8.1","8.4","0","87",1,1,2024,1,2,6,1,515,1095,120,1490,1610
"2024-1-2-7","-4.4","-8.3","7","0","88",1,1,2024,1,2,7,1,1153,2071,211,3013,3224
"2024-1-2-8","-4.7","-8.6","6.4","0","89",1,1,2024,1,2,8,1,2016,3086,308,4794,5102
"2024-1-2-9","-2.9","-7","8.1","0","80",1,1,2024,1,2,9,1,1765,2260,285,3740,4025
"2024-1-20-0","-4.1","-9.7","16.6","0","64",1,1,2024,1,20,0,5,26,58,14,70,84
"2024-1-20-1","-5","-11","18.6","0","63",1,1,2024,1,20,1,5,7,44,9,42,51
"2024-1-20-10","-6.6","-13.2","21","0","49",1,1,2024,1,20,10,5,76,162,25,213,238
"2024-1-20-11","-5.6","-12.4","22","0","44",1,1,2024,1,20,11,5,96,170,23,243,266
"2024-1-20-12","-4.4","-11.4","23.5","0","39",1,1,2024,1,20,12,5,107,160,32,235,267
"2024-1-20-13","-3.7","-10.9","24.2","0","39",1,1,2024,1,20,13,5,120,203,23,300,323
"2024-1-20-14","-3.5","-10.7","25.1","0","37",1,1,2024,1,20,14,5,107,196,27,276,303
"2024-1-20-15","-3.8","-11.1","25.7","0","38",1,1,2024,1,20,15,5,102,173,23,252,275
"2024-1-20-16","-4.6","-12","26.2","0","40",1,1,2024,1,20,16,5,100,185,28,257,285
"2024-1-20-17","-5.4","-12.7","25.2","0","43",1,1,2024,1,20,17,5,73,182,24,231,255
"2024-1-20-18","-6.4","-13.2","21.7","0","48",1,1,2024,1,20,18,5,69,139,17,191,208
"2024-1-20-19","-6.8","-13.5","21.6","0","50",1,1,2024,1,20,19,5,59,114,12,161,173
"2024-1-20-2","-5.8","-12.2","20.2","0","59",1,1,2024,1,20,2,5,5,26,4,27,31
"2024-1-20-20","-7.1","-13.9","21.9","0","50",1,1,2024,1,20,20,5,47,100,18,129,147
"2024-1-20-21","-7.4","-14.3","23","0","50",1,1,2024,1,20,21,5,31,74,14,91,105
"2024-1-20-22","-7.4","-14.4","23.5","0","51",1,1,2024,1,20,22,5,29,80,11,98,109
"2024-1-20-23","-7.6","-14.5","22.8","0","54",1,1,2024,1,20,23,5,25,64,8,81,89
"2024-1-20-3","-6.8","-13.2","20.1","0","60",1,1,2024,1,20,3,5,8,15,3,20,23
"2024-1-20-4","-7.5","-13.7","18.6","0","62",1,1,2024,1,20,4,5,5,8,3,10,13
"2024-1-20-5","-7.9","-13.9","17.5","0","64",1,1,2024,1,20,5,5,1,16,3,14,17
"2024-1-20-6","-8.1","-13.9","15.9","0","63",1,1,2024,1,20,6,5,12,26,3,35,38
"2024-1-20-7","-8.2","-13.7","14.1","0","64",1,1,2024,1,20,7,5,24,47,3,68,71
"2024-1-20-8","-8.3","-13.6","12.5","0","65",1,1,2024,1,20,8,5,41,62,8,95,103
"2024-1-20-9","-7.7","-13.5","15.6","0","60",1,1,2024,1,20,9,5,64,94,11,147,158
"2024-1-21-0","-7.5","-14.3","22.7","0","56",1,1,2024,1,21,0,6,21,48,12,57,69
"2024-1-21-1","-7.4","-13.9","20.9","0","58",1,1,2024,1,21,1,6,7,35,7,35,42
"2024-1-21-10","-5.7","-12.6","22.5","0","49",1,1,2024,1,21,10,6,71,134,29,176,205
"2024-1-21-11","-4.9","-11.8","23","0","45",1,1,2024,1,21,11,6,78,145,20,203,223
"2024-1-21-12","-3.7","-10.7","23.2","0","41",1,1,2024,1,21,12,6,110,156,27,239,266
"2024-1-21-13","-2.7","-9.5","21.8","0","39",1,1,2024,1,21,13,6,88,172,30,230,260
"2024-1-21-14","-1.8","-8.6","22.3","0","37",1,1,2024,1,21,14,6,120,226,35,311,346
"2024-1-21-15","-1.3","-8.2","23.6","0","37",1,1,2024,1,21,15,6,128,210,46,292,338
"2024-1-21-16","-1.3","-8.1","23.1","0","38",1,1,2024,1,21,16,6,110,225,36,299,335
"2024-1-21-17","-2","-8.5","20.6","0","43",1,1,2024,1,21,17,6,98,155,27,226,253
"2024-1-21-18","-3.7","-9.5","16.6","0","51",1,1,2024,1,21,18,6,111,147,26,232,258
"2024-1-21-19","-4.5","-10.4","17.1","0","56",1,1,2024,1,21,19,6,59,134,15,178,193
"2024-1-21-2","-7.2","-13.5","19.1","0","59",1,1,2024,1,21,2,6,10,33,13,30,43
"2024-1-21-20","-5","-10.8","16.8","0","59",1,1,2024,1,21,20,6,37,92,8,121,129
"2024-1-21-21","-4.5","-10.4","17.4","0","55",1,1,2024,1,21,21,6,42,78,11,109,120
"2024-1-21-22","-4.9","-10.5","15.3","0","58",1,1,2024,1,21,22,6,21,59,5,75,80
"2024-1-21-23","-5.4","-10.6","13.2","0","62",1,1,2024,1,21,23,6,17,54,10,61,71
"2024-1-21-3","-6.7","-13","19.4","0","58",1,1,2024,1,21,3,6,5,14,2,17,19
"2024-1-21-4","-6.8","-13.1","19.1","0","58",1,1,2024,1,21,4,6,2,15,4,13,17
"2024-1-21-5","-7","-13.4","19.9","0","58",1,1,2024,1,21,5,6,1,6,0,7,7
"2024-1-21-6","-7.2","-13.7","20.1","0","57",1,1,2024,1,21,6,6,7,14,3,18,21
"2024-1-21-7","-7.4","-13.6","18.8","0","58",1,1,2024,1,21,7,6,16,32,5,43,48
"2024-1-21-8","-7.6","-13.7","17.6","0","59",1,1,2024,1,21,8,6,26,59,5,80,85
"2024-1-21-9","-6.6","-12.8","18.6","0","55",1,1,2024,1,21,9,6,57,84,9,132,141
"2024-1-22-0","-5.8","-11","13","0","65",1,1,2024,1,22,0,0,10,37,8,39,47
"2024-1-22-1","-6","-11.1","12.2","0","66",1,1,2024,1,22,1,0,6,15,4,17,21
"2024-1-22-10","-3.7","-8.2","8.2","0","56",1,1,2024,1,22,10,0,89,131,19,201,220
"2024-1-22-11","-1.9","-6.4","8","0","47",1,1,2024,1,22,11,0,87,154,21,220,241
"2024-1-22-12","-0.1","-5","10.2","0","41",1,1,2024,1,22,12,0,103,141,26,218,244
"2024-1-22-13","1.5","-3.8","13","0","36",1,1,2024,1,22,13,0,118,157,29,246,275
"2024-1-22-14","2.6","-2.9","14.3","0","32",1,1,2024,1,22,14,0,101,187,34,254,288
"2024-1-22-15","3.4","-2.5","16.6","0","30",1,1,2024,1,22,15,0,148,274,38,384,422
"2024-1-22-16","3.5","-2.3","16.6","0","30",1,1,2024,1,22,16,0,174,297,39,432,471
"2024-1-22-17","2.5","-2.9","14.4","0","36",1,1,2024,1,22,17,0,180,305,27,458,485
"2024-1-22-18","0.8","-4.3","13.2","0","47",1,1,2024,1,22,18,0,182,340,38,484,522
"2024-1-22-19","0.4","-4.9","14.8","0","52",1,1,2024,1,22,19,0,149,282,24,407,431
"2024-1-22-2","-6.2","-11.1","10.8","0","66",1,1,2024,1,22,2,0,4,9,3,10,13
"2024-1-22-20","-0.2","-5.8","17.6","0","55",1,1,2024,1,22,20,0,73,173,21,225,246
"2024-1-22-21","-2","-7.5","17.1","0","64",1,1,2024,1,22,21,0,60,139,11,188,199
"2024-1-22-22","-1.9","-7.5","17.3","0","63",1,1,2024,1,22,22,0,31,98,8,121,129
"2024-1-22-23","-2.6","-8.1","16.6","0","65",1,1,2024,1,22,23,0,20,73,14,79,93
"2024-1-22-3","-6.4","-11.1","9.2","0","67",1,1,2024,1,22,3,0,3,5,3,5,8
"2024-1-22-4","-6.5","-11.1","8.1","0","67",1,1,2024,1,22,4,0,1,10,1,10,11
"2024-1-22-5","-6.6","-11","7.2","0","68",1,1,2024,1,22,5,0,14,35,4,45,49
"2024-1-22-6","-6.9","-11.1","5.9","0","70",1,1,2024,1,22,6,0,50,108,10,148,158
"2024-1-22-7","-7","-11.3","6.8","0","71",1,1,2024,1,22,7,0,112,229,15,326,341
"2024-1-22-8","-7.1","-11.5","7.6","0","73",1,1,2024,1,22,8,0,171,355,27,499,526
"2024-1-22-9","-6","-10.7","9.4","0","67",1,1,2024,1,22,9,0,158,237,29,366,395
"2024-1-23-0","-1.8","-7.6","18.8","0","62",1,1,2024,1,23,0,1,10,44,11,43,54
"2024-1-23-1","-1.1","-6.9","18.7","0","60",1,1,2024,1,23,1,1,4,17,3,18,21
"2024-1-23-10","2.2","-2.2","9.8","0","51",1,1,2024,1,23,10,1,107,179,18,268,286
"2024-1-23-11","2.6","-1.6","8.7","0.2","52",3,1,2024,1,23,11,1,69,133,14,188,202
"2024-1-23-12","1.7","-1.7","7.1","0.7","80",3,1,2024,1,23,12,1,60,128,12,176,188
"2024-1-23-13","2","-1.2","6.8","0.5","83",3,1,2024,1,23,13,1,99,175,30,244,274
"2024-1-23-14","2.9","-0.1","6.8","0.3","86",3,1,2024,1,23,14,1,118,188,22,284,306
"2024-1-23-15","3.9","0.8","6.2","0","72",1,1,2024,1,23,15,1,143,247,36,354,390
"2024-1-23-16","4.4","1","6.8","0","62",1,1,2024,1,23,16,1,161,303,40,424,464
"2024-1-23-17","3.7","0.9","3.1","0","66",1,1,2024,1,23,17,1,240,432,53,619,672
"2024-1-23-18","3.2","0.3","3.5","0","69",1,1,2024,1,23,18,1,226,426,52,600,652
"2024-1-23-19","1.5","-1.7","5.4","0","80",1,1,2024,1,23,19,1,167,323,42,448,490
"2024-1-23-2","-0.6","-6.2","17.2","0","59",1,1,2024,1,23,2,1,4,7,2,9,11
"2024-1-23-20","0.5","-2.6","5.5","0","86",1,1,2024,1,23,20,1,111,209,18,302,320
"2024-1-23-21","0.4","-2.4","4.1","0","90",1,1,2024,1,23,21,1,99,165,26,238,264
"2024-1-23-22","0.4","-2.3","3.3","0","92",1,1,2024,1,23,22,1,63,156,24,195,219
"2024-1-23-23","-0.7","-3.8","5.4","0","95",1,1,2024,1,23,23,1,44,82,19,107,126
"2024-1-23-3","-1.1","-6","12.7","0","61",1,1,2024,1,23,3,1,1,8,2,7,9
"2024-1-23-4","-0.8","-5.5","11.6","0","60",1,1,2024,1,23,4,1,4,16,0,20,20
"2024-1-23-5","-0.6","-5.7","14.6","0","61",1,1,2024,1,23,5,1,13,54,4,63,67
"2024-1-23-6","-0.3","-5.2","12.7","0","60",1,1,2024,1,23,6,1,58,119,5,172,177
"2024-1-23-7","-0.7","-5.6","12.7","0","62",1,1,2024,1,23,7,1,142,271,20,393,413
"2024-1-23-8","-0.8","-5.4","11.3","0","63",1,1,2024,1,23,8,1,238,399,29,608,637
"2024-1-23-9","1","-3.3","8.6","0","54",1,1,2024,1,23,9,1,191,302,38,455,493
"2024-1-24-0","0","-2.9","5.2","0","94",1,1,2024,1,24,0,2,19,52,9,62,71
"2024-1-24-1","0.2","-3","6.2","0.1","92",3,1,2024,1,24,1,2,7,29,5,31,36
"2024-1-24-10","3","0.4","6.5","0.1","95",3,1,2024,1,24,10,2,110,218,20,308,328
"2024-1-24-11","4.7","2.6","4.8","0.1","96",3,1,2024,1,24,11,2,107,178,26,259,285
"2024-1-24-12","5","2.8","5.8","0.2","96",3,1,2024,1,24,12,2,117,207,23,301,324
"2024-1-24-13","5.1","3.1","4.7","0.1","96",3,1,2024,1,24,13,2,125,192,24,293,317
"2024-1-24-14","5","3.1","4.6","0.1","97",3,1,2024,1,24,14,2,105,222,30,297,327
"2024-1-24-15","5.4","3.5","4.6","0","97",1,1,2024,1,24,15,2,103,222,29,296,325
"2024-1-24-16","5","3.1","4.9","0.1","98",3,1,2024,1,24,16,2,113,256,26,343,369
"2024-1-24-17","4.7","2.5","6","0.1","98",3,1,2024,1,24,17,2,202,340,36,506,542
"2024-1-24-18","4.1","1.7","6.9","0.2","99",3,1,2024,1,24,18,2,178,368,45,501,546
"2024-1-24-19","3.8","1.3","7.1","0.4","99",3,1,2024,1,24,19,2,114,230,26,318,344
"2024-1-24-2","0.2","-2.9","5.2","0","88",1,1,2024,1,24,2,2,0,19,6,13,19
"2024-1-24-20","3.6","1.1","7.3","0.2","100",3,1,2024,1,24,20,2,87,172,24,235,259
"2024-1-24-21","3.8","1.4","6.5","0.4","100",3,1,2024,1,24,21,2,71,169,32,208,240
"2024-1-24-22","3.7","0.9","9.4","0.2","100",3,1,2024,1,24,22,2,59,153,27,185,212
"2024-1-24-23","4.1","1.1","10.5","0","100",1,1,2024,1,24,23,2,51,95,24,122,146
"2024-1-24-3","0.4","-3.1","7.9","0","87",1,1,2024,1,24,3,2,7,8,2,13,15
"2024-1-24-4","0.4","-3","8","0","89",1,1,2024,1,24,4,2,3,12,4,11,15
"2024-1-24-5","0.2","-2.7","5.2","0.2","95",3,1,2024,1,24,5,2,10,47,5,52,57
"2024-1-24-6","0","-3.1","6.4","0.2","96",3,1,2024,1,24,6,2,57,150,12,195,207
"2024-1-24-7","0.7","-2.3","6.5","0.2","97",3,1,2024,1,24,7,2,98,242,25,315,340
"2024-1-24-8","0.3","-2.5","4.7","0.1","97",3,1,2024,1,24,8,2,210,354,33,531,564
"2024-1-24-9","1.4","-1.5","6.1","0.2","97",3,1,2024,1,24,9,2,187,286,23,450,473
"2024-1-25-0","5","2.5","8.9","0.3","99",3,1,2024,1,25,0,3,9,53,15,47,62
"2024-1-25-1","6.7","4.1","11.5","0.2","97",3,1,2024,1,25,1,3,8,32,5,35,40
"2024-1-25-10","8.8","7.4","7.2","0.4","99",3,1,2024,1,25,10,3,80,128,20,188,208
"2024-1-25-11","8.7","7.3","7","1.2","98",4,1,2024,1,25,11,3,97,172,20,249,269
"2024-1-25-12","9.2","7.9","7.2","0.7","97",3,1,2024,1,25,12,3,122,214,33,303,336
"2024-1-25-13","11.2","10.2","8.2","0.1","94",3,1,2024,1,25,13,3,131,245,40,336,376
"2024-1-25-14","10.9","9.8","7.2","0.1","93",3,1,2024,1,25,14,3,150,283,45,388,433
"2024-1-25-15","10.7","9.7","6.6","0.1","93",3,1,2024,1,25,15,3,154,306,62,398,460
"2024-1-25-16","9.9","8.7","6.9","0.1","97",3,1,2024,1,25,16,3,194,367,55,506,561
"2024-1-25-17","9.2","8","5.8","0.1","97",3,1,2024,1,25,17,3,259,523,72,710,782
"2024-1-25-18","7.9","6.3","6.8","0","98",1,1,2024,1,25,18,3,268,514,85,697,782
"2024-1-25-19","8.1","6.2","8.5","0","97",1,1,2024,1,25,19,3,196,379,58,517,575
"2024-1-25-2","7.4","4.9","12","0.1","97",3,1,2024,1,25,2,3,5,19,5,19,24
"2024-1-25-20","7.9","6.2","7.6","0.1","97",3,1,2024,1,25,20,3,117,254,33,338,371
"2024-1-25-21","8","6.3","7.5","0","99",1,1,2024,1,25,21,3,93,195,28,260,288
"2024-1-25-22","8.2","6.3","9.5","0","99",1,1,2024,1,25,22,3,88,180,42,226,268
"2024-1-25-23","7.8","5.6","11.4","0","99",1,1,2024,1,25,23,3,34,114,21,127,148
"2024-1-25-3","8.1","5.2","16.1","0.4","96",3,1,2024,1,25,3,3,2,11,4,9,13
"2024-1-25-4","9.1","5.7","20.3","0.3","95",3,1,2024,1,25,4,3,1,7,0,8,8
"2024-1-25-5","9.5","6","21.2","0.1","94",3,1,2024,1,25,5,3,6,32,3,35,38
"2024-1-25-6","9.7","6.6","19.7","0.3","95",3,1,2024,1,25,6,3,24,81,8,97,105
"2024-1-25-7","9.7","7.4","14.2","0.3","96",3,1,2024,1,25,7,3,81,187,21,247,268
"2024-1-25-8","8.9","7.4","8.3","0.2","97",3,1,2024,1,25,8,3,138,266,24,380,404
"2024-1-25-9","7.9","6","9.5","0.5","100",3,1,2024,1,25,9,3,117,248,24,341,365
"2024-1-26-0","7.8","5.3","13.2","0.1","99",3,1,2024,1,26,0,4,23,72,23,72,95
"2024-1-26-1","8","5.7","12.1","0.1","98",3,1,2024,1,26,1,4,13,30,8,35,43
"2024-1-26-10","5.7","2.8","12","0.3","97",3,1,2024,1,26,10,4,68,145,22,191,213
"2024-1-26-11","5.9","3","12.3","0.2","97",3,1,2024,1,26,11,4,105,178,14,269,283
"2024-1-26-12","5.7","2.6","13.6","0.5","97",3,1,2024,1,26,12,4,132,242,43,331,374
"2024-1-26-13","6.2","3.1","13.3","0","93",1,1,2024,1,26,13,4,143,251,42,352,394
"2024-1-26-14","7","4.3","11.2","0","91",1,1,2024,1,26,14,4,181,293,54,420,474
"2024-1-26-15","7.3","5.1","8.4","0","91",1,1,2024,1,26,15,4,171,344,59,456,515
"2024-1-26-16","7.9","6.1","6.5","0","89",1,1,2024,1,26,16,4,200,378,58,520,578
"2024-1-26-17","8.2","6.8","3.4","0","89",1,1,2024,1,26,17,4,280,459,69,670,739
"2024-1-26-18","7.7","6.5","2.5","0","92",1,1,2024,1,26,18,4,241,398,80,559,639
"2024-1-26-19","5.7","4.1","3.3","0","96",1,1,2024,1,26,19,4,136,296,46,386,432
"2024-1-26-2","7.6","4.8","14.5","0.2","98",3,1,2024,1,26,2,4,4,20,7,17,24
"2024-1-26-20","4.4","2.7","2.3","0","98",1,1,2024,1,26,20,4,132,296,45,383,428
"2024-1-26-21","3.9","1.7","4.4","0","97",1,1,2024,1,26,21,4,89,208,49,248,297
"2024-1-26-22","3.3","1","4.8","0","98",1,1,2024,1,26,22,4,51,177,50,178,228
"2024-1-26-23","3.1","1","3.5","0","99",1,1,2024,1,26,23,4,59,150,43,166,209
"2024-1-26-3","6.5","3.2","15.7","0.4","95",3,1,2024,1,26,3,4,6,14,2,18,20
"2024-1-26-4","5.8","2.4","15.4","0.6","95",3,1,2024,1,26,4,4,0,15,3,12,15
"2024-1-26-5","5.7","2.9","10.4","0.8","95",3,1,2024,1,26,5,4,6,37,10,33,43
"2024-1-26-6","5.5","2.3","13.5","0.5","96",3,1,2024,1,26,6,4,31,77,11,97,108
"2024-1-26-7","5.5","2.2","14.6","0.4","97",3,1,2024,1,26,7,4,71,171,18,224,242
"2024-1-26-8","5.6","2.7","12","0.3","97",3,1,2024,1,26,8,4,122,266,31,357,388
"2024-1-26-9","5.3","2.4","11.4","0.2","96",3,1,2024,1,26,9,4,123,222,23,322,345
"2024-1-27-0","3.1","1.1","3.1","0","99",1,1,2024,1,27,0,5,54,111,30,135,165
"2024-1-27-1","2.8","0.6","4.2","0","99",1,1,2024,1,27,1,5,40,105,31,114,145
"2024-1-27-10","5.8","2.5","11.4","0","82",1,1,2024,1,27,10,5,157,245,75,327,402
"2024-1-27-11","6.6","3.5","9.6","0","75",1,1,2024,1,27,11,5,186,306,85,407,492
"2024-1-27-12","7.7","4.5","10.1","0","69",1,1,2024,1,27,12,5,217,341,87,471,558
"2024-1-27-13","8.1","4.4","13","0","66",1,1,2024,1,27,13,5,255,363,91,527,618
"2024-1-27-14","8.1","4.6","12.6","0","68",1,1,2024,1,27,14,5,259,382,113,528,641
"2024-1-27-15","8.2","5.4","8.4","0","70",1,1,2024,1,27,15,5,226,348,119,455,574
"2024-1-27-16","8.4","5.9","6.8","0","69",1,1,2024,1,27,16,5,219,351,110,460,570
"2024-1-27-17","8.2","5.7","6","0","70",1,1,2024,1,27,17,5,189,326,76,439,515
"2024-1-27-18","7.4","4.9","6.5","0","74",1,1,2024,1,27,18,5,161,323,71,413,484
"2024-1-27-19","6.7","4.2","6.2","0","77",1,1,2024,1,27,19,5,135,299,84,350,434
"2024-1-27-2","2.9","0.4","6","0","99",1,1,2024,1,27,2,5,27,65,28,64,92
"2024-1-27-20","6.1","3.7","5.4","0","79",1,1,2024,1,27,20,5,118,215,56,277,333
"2024-1-27-21","4.8","2.2","5.7","0","83",1,1,2024,1,27,21,5,78,219,58,239,297
"2024-1-27-22","3.6","1","6","0","91",1,1,2024,1,27,22,5,85,172,57,200,257
"2024-1-27-23","3.8","0.9","8.9","0","96",1,1,2024,1,27,23,5,50,159,51,158,209
"2024-1-27-3","2.9","0.2","7.4","0","100",1,1,2024,1,27,3,5,18,57,14,61,75
"2024-1-27-4","2.8","-0.1","8.4","0","99",1,1,2024,1,27,4,5,9,25,10,24,34
"2024-1-27-5","2.6","-0.6","10.1","0","97",1,1,2024,1,27,5,5,5,27,3,29,32
"2024-1-27-6","3.1","-0.3","11.9","0","96",1,1,2024,1,27,6,5,12,37,11,38,49
"2024-1-27-7","3.4","0.2","10.4","0","93",1,1,2024,1,27,7,5,40,67,14,93,107
"2024-1-27-8","3.4","-0.1","11.7","0","92",1,1,2024,1,27,8,5,80,115,36,159,195
"2024-1-27-9","4.9","1.9","10.8","0","90",1,1,2024,1,27,9,5,118,209,41,286,327
"2024-1-28-0","3.8","1.2","7.3","0","96",1,1,2024,1,28,0,6,55,159,39,175,214
"2024-1-28-1","3.8","1.5","4.9","0.1","95",3,1,2024,1,28,1,6,38,109,35,112,147
"2024-1-28-10","3.4","-0.7","16.8","3.3","96",3,1,2024,1,28,10,6,57,99,14,142,156
"2024-1-28-11","3.5","-1.1","20","0.7","96",3,1,2024,1,28,11,6,83,120,22,181,203
"2024-1-28-12","4","-1.8","28.2","0.1","89",3,1,2024,1,28,12,6,74,127,22,179,201
"2024-1-28-13","4.1","-1.8","28.8","0.1","88",3,1,2024,1,28,13,6,58,109,14,153,167
"2024-1-28-14","3.6","-1.3","22.4","0.6","95",3,1,2024,1,28,14,6,76,145,16,205,221
"2024-1-28-15","3.1","-2","23.2","0.6","95",3,1,2024,1,28,15,6,70,117,11,176,187
"2024-1-28-16","3.1","-2","22.7","0.6","94",3,1,2024,1,28,16,6,63,140,23,180,203
"2024-1-28-17","3.1","-1.6","20.1","0.7","94",3,1,2024,1,28,17,6,55,97,16,136,152
"2024-1-28-18","2.9","-2","21.3","1","95",4,1,2024,1,28,18,6,78,131,11,198,209
"2024-1-28-19","2.5","-2.9","24.2","0.7","95",3,1,2024,1,28,19,6,57,110,16,151,167
"2024-1-28-2","3.7","1.6","4.2","0.1","96",3,1,2024,1,28,2,6,12,39,7,44,51
